InvoiceNo,StockCode,Description,Category,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
500229,P1003,USB-C Cable,Accessories,3,2025-02-15 22:07:00,296.75,10027.0,Australia
500229,P1008,Travel Backpack,Lifestyle,2,2025-02-15 22:07:00,1980.37,10027.0,Australia
500229,P1015,Running Shoes,Fashion,1,2025-02-15 22:07:00,2184.04,10027.0,Australia
500229,P1002,Bluetooth Speaker,Electronics,2,2025-02-15 22:07:00,1384.24,10027.0,Australia
500230,P1002,Bluetooth Speaker,Electronics,1,2025-08-07 19:07:00,1524.3,10027.0,Australia
500231,P1009,Smart Watch,Electronics,3,2025-03-29 13:22:00,2617.11,10027.0,Australia
500231,P1006,Notebook Pack,Stationery,1,2025-03-29 13:22:00,231.86,10027.0,Australia
500231,P1009,Smart Watch,Electronics,2,2025-03-29 13:22:00,2957.26,10027.0,Australia
500231,P1014,Fitness Band,Electronics,3,2025-03-29 13:22:00,1841.03,10027.0,Australia
500232,P1004,Laptop Stand,Accessories,4,2025-12-23 19:03:00,1081.16,10028.0,India
500232,P1015,Running Shoes,Fashion,2,2025-12-23 19:03:00,2554.64,10028.0,India
500233,P1016,T-Shirt,Fashion,4,2025-11-10 08:55:00,552.63,10028.0,India
500233,P1002,Bluetooth Speaker,Electronics,1,2025-11-10 08:55:00,1427.53,10028.0,India
500234,P1008,Travel Backpack,Lifestyle,3,2025-12-27 21:43:00,1906.25,10028.0,India
500234,P1004,Laptop Stand,Accessories,4,2025-12-27 21:43:00,1031.31,10028.0,India
500234,P1012,Coffee Mug,Home,4,2025-12-27 21:43:00,185.02,10028.0,India
500234,P1002,Bluetooth Speaker,Electronics,1,2025-12-27 21:43:00,1541.99,10028.0,India
500234,P1016,T-Shirt,Fashion,4,2025-12-27 21:43:00,643.26,10028.0,India
500235,P1009,Smart Watch,Electronics,1,2025-09-09 13:15:00,3003.16,10028.0,India
500235,P1013,Headphones,Electronics,4,2025-09-09 13:15:00,2338.46,10028.0,India
500235,P1015,Running Shoes,Fashion,5,2025-09-09 13:15:00,2473.06,10028.0,India
500236,P1001,Wireless Mouse,Electronics,1,2025-08-17 13:07:00,783.57,10028.0,India
500236,P1018,Sunglasses,Fashion,1,2025-08-17 13:07:00,957.6,10028.0,India
500236,P1010,Phone Cover,Accessories,5,2025-08-17 13:07:00,353.35,10028.0,India
500236,P1015,Running Shoes,Fashion,3,2025-08-17 13:07:00,2430.7,10028.0,India
500237,P1018,Sunglasses,Fashion,5,2025-04-25 21:29:00,916.97,10028.0,India
500237,P1012,Coffee Mug,Home,4,2025-04-25 21:29:00,183.64,10028.0,India
500237,P1008,Travel Backpack,Lifestyle,1,2025-04-25 21:29:00,1838.75,10028.0,India
500238,P1004,Laptop Stand,Accessories,1,2025-05-30 16:33:00,1078.3,10028.0,India
500238,P1014,Fitness Band,Electronics,1,2025-05-30 16:33:00,1710.59,10028.0,India
500238,P1004,Laptop Stand,Accessories,4,2025-05-30 16:33:00,942.17,10028.0,India
500239,P1002,Bluetooth Speaker,Electronics,3,2025-06-23 09:48:00,1520.16,10029.0,United Kingdom
500239,P1015,Running Shoes,Fashion,2,2025-06-23 09:48:00,2449.29,10029.0,United Kingdom
500239,P1005,Keyboard,Electronics,2,2025-06-23 09:48:00,1026.13,10029.0,United Kingdom
500239,P1018,Sunglasses,Fashion,2,2025-06-23 09:48:00,911.92,10029.0,United Kingdom
500240,P1006,Notebook Pack,Stationery,3,2025-09-18 20:58:00,251.46,10029.0,United Kingdom
500240,P1011,Desk Lamp,Home,3,2025-09-18 20:58:00,1328.18,10029.0,United Kingdom
500241,P1009,Smart Watch,Electronics,2,2025-11-08 22:44:00,3113.21,10029.0,United Kingdom
500241,P1015,Running Shoes,Fashion,1,2025-11-08 22:44:00,2202.25,10029.0,United Kingdom
500242,P1011,Desk Lamp,Home,3,2025-09-20 12:53:00,1292.5,10029.0,United Kingdom
500242,P1007,Water Bottle,Lifestyle,1,2025-09-20 12:53:00,357.04,10029.0,United Kingdom
500242,P1012,Coffee Mug,Home,3,2025-09-20 12:53:00,175.16,10029.0,United Kingdom
500242,P1006,Notebook Pack,Stationery,3,2025-09-20 12:53:00,238.56,10029.0,United Kingdom
500242,P1004,Laptop Stand,Accessories,2,2025-09-20 12:53:00,960.87,10029.0,United Kingdom
500243,P1010,Phone Cover,Accessories,2,2025-12-30 14:43:00,351.99,10030.0,India
500243,P1001,Wireless Mouse,Electronics,2,2025-12-30 14:43:00,705.21,10030.0,India
500243,P1007,Water Bottle,Lifestyle,2,2025-12-30 14:43:00,398.02,10030.0,India
500243,P1010,Phone Cover,Accessories,3,2025-12-30 14:43:00,315.01,10030.0,India
500243,P1010,Phone Cover,Accessories,1,2025-12-30 14:43:00,348.37,10030.0,India
500244,P1008,Travel Backpack,Lifestyle,3,2025-08-20 09:39:00,1857.13,10030.0,India
500244,P1017,Jeans,Fashion,3,2025-08-20 09:39:00,1454.53,10030.0,India
500244,P1013,Headphones,Electronics,2,2025-08-20 09:39:00,2054.19,10030.0,India
500244,P1011,Desk Lamp,Home,3,2025-08-20 09:39:00,1123.92,10030.0,India
500244,P1007,Water Bottle,Lifestyle,3,2025-08-20 09:39:00,407.01,10030.0,India
500245,P1018,Sunglasses,Fashion,3,2025-08-15 21:14:00,871.71,10030.0,India
500245,P1007,Water Bottle,Lifestyle,2,2025-08-15 21:14:00,375.17,10030.0,India
500245,P1003,USB-C Cable,Accessories,1,2025-08-15 21:14:00,310.32,10030.0,India
500246,P1009,Smart Watch,Electronics,3,2025-03-03 14:02:00,2714.71,10030.0,India
500246,P1009,Smart Watch,Electronics,1,2025-03-03 14:02:00,2752.5,10030.0,India
500246,P1005,Keyboard,Electronics,1,2025-03-03 14:02:00,1060.16,10030.0,India
500246,P1002,Bluetooth Speaker,Electronics,3,2025-03-03 14:02:00,1456.98,10030.0,India
500247,P1012,Coffee Mug,Home,1,2025-09-09 20:36:00,199.79,10030.0,India
500247,P1008,Travel Backpack,Lifestyle,1,2025-09-09 20:36:00,1811.48,10030.0,India
500247,P1006,Notebook Pack,Stationery,2,2025-09-09 20:36:00,238.59,10030.0,India
500247,P1012,Coffee Mug,Home,1,2025-09-09 20:36:00,203.55,10030.0,India
500247,P1011,Desk Lamp,Home,2,2025-09-09 20:36:00,1183.1,10030.0,India
500248,P1001,Wireless Mouse,Electronics,1,2025-11-13 16:30:00,784.7,,India
500248,P1008,Travel Backpack,Lifestyle,1,2025-11-13 16:30:00,1869.92,10030.0,India
500248,P1004,Laptop Stand,Accessories,2,2025-11-13 16:30:00,902.85,10030.0,India
500248,P1001,Wireless Mouse,Electronics,3,2025-11-13 16:30:00,807.95,10030.0,India
500248,P1017,Jeans,Fashion,2,2025-11-13 16:30:00,1515.04,10030.0,India
500249,P1003,USB-C Cable,Accessories,1,2025-11-30 11:20:00,265.15,10030.0,India
500249,P1018,Sunglasses,Fashion,3,2025-11-30 11:20:00,769.9,10030.0,India
500249,P1007,Water Bottle,Lifestyle,3,2025-11-30 11:20:00,373.3,10030.0,India
500249,P1018,Sunglasses,Fashion,3,2025-11-30 11:20:00,918.73,10030.0,India
500249,P1014,Fitness Band,Electronics,3,2025-11-30 11:20:00,1817.32,10030.0,India
500250,P1011,Desk Lamp,Home,1,2025-12-18 10:01:00,1132.25,10030.0,India
500250,P1009,Smart Watch,Electronics,3,2025-12-18 10:01:00,2604.28,10030.0,India
500250,P1009,Smart Watch,Electronics,2,2025-12-18 10:01:00,2785.25,10030.0,India
500250,P1014,,Electronics,2,2025-12-18 10:01:00,1543.92,10030.0,India
500251,P1003,USB-C Cable,Accessories,3,2025-01-04 18:46:00,304.12,10031.0,India
500251,P1003,USB-C Cable,Accessories,2,2025-01-04 18:46:00,324.6,10031.0,India
500251,P1010,Phone Cover,Accessories,3,2025-01-04 18:46:00,320.14,10031.0,India
500251,P1015,Running Shoes,Fashion,2,2025-01-04 18:46:00,2446.58,10031.0,India
500251,P1016,T-Shirt,Fashion,1,2025-01-04 18:46:00,603.01,10031.0,India
500252,P1010,Phone Cover,Accessories,3,2025-07-20 20:51:00,324.16,10031.0,India
500252,P1012,Coffee Mug,Home,1,2025-07-20 20:51:00,201.13,10031.0,India
500252,P1004,Laptop Stand,Accessories,1,2025-07-20 20:51:00,900.1,10031.0,India
500252,P1018,Sunglasses,Fashion,3,2025-07-20 20:51:00,979.37,10031.0,India
500252,P1012,Coffee Mug,Home,1,2025-07-20 20:51:00,195.52,10031.0,India
500253,P1008,Travel Backpack,Lifestyle,3,2025-09-20 10:10:00,2026.14,10031.0,India
500253,P1006,Notebook Pack,Stationery,3,2025-09-20 10:10:00,263.92,10031.0,India
500254,P1003,USB-C Cable,Accessories,2,2025-10-09 15:41:00,309.27,10031.0,India
500254,P1007,Water Bottle,Lifestyle,3,2025-10-09 15:41:00,405.43,10031.0,India
500254,P1012,Coffee Mug,Home,1,2025-10-09 15:41:00,205.82,10031.0,India
500254,P1010,Phone Cover,Accessories,3,2025-10-09 15:41:00,318.97,10031.0,India
500254,P1016,T-Shirt,Fashion,2,2025-10-09 15:41:00,578.44,10031.0,India
500255,P1012,Coffee Mug,Home,2,2025-12-22 17:09:00,217.25,10031.0,India
500255,P1011,Desk Lamp,Home,1,2025-12-22 17:09:00,1373.21,10031.0,India
500255,P1014,Fitness Band,Electronics,2,2025-12-22 17:09:00,1921.37,10031.0,India
500255,P1011,Desk Lamp,Home,2,2025-12-22 17:09:00,1289.35,10031.0,India
500255,P1010,Phone Cover,Accessories,2,2025-12-22 17:09:00,352.61,10031.0,India
500256,P1018,Sunglasses,Fashion,2,2025-05-24 21:52:00,856.43,10032.0,United Kingdom
500256,P1003,USB-C Cable,Accessories,1,2025-05-24 21:52:00,322.45,10032.0,United Kingdom
500257,P1013,Headphones,Electronics,5,2025-11-20 08:52:00,2072.67,10032.0,United Kingdom
500257,P1009,Smart Watch,Electronics,5,2025-11-20 08:52:00,3235.31,10032.0,United Kingdom
500257,P1005,Keyboard,Electronics,3,2025-11-20 08:52:00,1173.22,10032.0,United Kingdom
500257,P1010,Phone Cover,Accessories,2,2025-11-20 08:52:00,346.54,10032.0,United Kingdom
500257,P1013,Headphones,Electronics,3,2025-11-20 08:52:00,2199.95,10032.0,United Kingdom
500258,P1005,Keyboard,Electronics,4,2025-11-11 18:10:00,1117.28,10032.0,United Kingdom
500258,P1005,Keyboard,Electronics,4,2025-11-11 18:10:00,1304.31,10032.0,United Kingdom
500258,P1016,T-Shirt,Fashion,2,2025-11-11 18:10:00,546.63,10032.0,United Kingdom
500258,P1002,Bluetooth Speaker,Electronics,2,2025-11-11 18:10:00,1504.36,10032.0,United Kingdom
500258,P1013,Headphones,Electronics,4,2025-11-11 18:10:00,2382.79,10032.0,United Kingdom
500259,P1017,Jeans,Fashion,3,2025-01-21 18:20:00,1706.09,10032.0,United Kingdom
500260,P1013,Headphones,Electronics,3,2025-10-06 17:11:00,2237.56,10032.0,United Kingdom
500260,P1003,USB-C Cable,Accessories,5,2025-10-06 17:11:00,284.14,10032.0,United Kingdom
500260,P1008,Travel Backpack,Lifestyle,5,2025-10-06 17:11:00,1863.24,10032.0,United Kingdom
500260,P1012,Coffee Mug,Home,4,2025-10-06 17:11:00,210.65,10032.0,United Kingdom
500261,P1015,Running Shoes,Fashion,2,2025-01-04 16:56:00,2364.05,10032.0,United Kingdom
500261,P1009,Smart Watch,Electronics,2,2025-01-04 16:56:00,2789.21,10032.0,United Kingdom
500262,P1011,Desk Lamp,Home,7,2025-03-02 18:14:00,1378.33,10033.0,United States
500262,P1016,T-Shirt,Fashion,3,2025-03-02 18:14:00,701.36,10033.0,United States
500262,P1014,Fitness Band,Electronics,2,2025-03-02 18:14:00,1962.79,10033.0,United States
500262,P1006,Notebook Pack,Stationery,3,2025-03-02 18:14:00,293.77,10033.0,United States
500263,P1009,Smart Watch,Electronics,3,2025-10-21 10:03:00,3460.33,10033.0,United States
500263,P1001,Wireless Mouse,Electronics,7,2025-10-21 10:03:00,960.74,10033.0,United States
500264,P1016,T-Shirt,Fashion,5,2025-02-13 11:28:00,643.46,10033.0,United States
500264,P1005,Keyboard,Electronics,6,2025-02-13 11:28:00,1467.22,10033.0,United States
500264,P1017,Jeans,Fashion,4,2025-02-13 11:28:00,1716.65,10033.0,United States
500264,P1015,Running Shoes,Fashion,6,2025-02-13 11:28:00,2925.92,10033.0,United States
500264,P1013,Headphones,Electronics,3,2025-02-13 11:28:00,2330.88,10033.0,United States
500265,P1004,Laptop Stand,Accessories,3,2025-09-16 18:26:00,1143.31,10033.0,United States
500265,P1002,Bluetooth Speaker,Electronics,6,2025-09-16 18:26:00,1725.0,10033.0,United States
500266,P1018,Sunglasses,Fashion,2,2025-09-04 18:08:00,1115.93,10033.0,United States
500266,P1014,Fitness Band,Electronics,6,2025-09-04 18:08:00,2036.03,10033.0,United States
500266,P1017,Jeans,Fashion,5,2025-09-04 18:08:00,1739.36,10033.0,United States
500266,P1013,Headphones,Electronics,4,2025-09-04 18:08:00,2573.89,10033.0,United States
500266,P1004,Laptop Stand,Accessories,5,2025-09-04 18:08:00,1064.73,10033.0,United States
500267,P1010,Phone Cover,Accessories,6,2025-04-30 22:54:00,431.59,10033.0,United States
500268,P1017,Jeans,Fashion,2,2025-04-07 08:45:00,1846.12,10033.0,United States
500269,P1014,Fitness Band,Electronics,4,2025-04-16 19:51:00,1906.07,10033.0,United States
500269,P1009,Smart Watch,Electronics,4,2025-04-16 19:51:00,3693.7,10033.0,United States
500269,P1012,Coffee Mug,Home,6,2025-04-16 19:51:00,218.58,10033.0,United States
500270,P1016,T-Shirt,Fashion,3,2025-04-15 14:35:00,670.97,10033.0,United States
500270,P1009,Smart Watch,Electronics,4,2025-04-15 14:35:00,3502.41,10033.0,United States
500270,P1013,Headphones,Electronics,7,2025-04-15 14:35:00,2345.8,10033.0,United States
500270,P1004,Laptop Stand,Accessories,7,2025-04-15 14:35:00,1086.76,10033.0,United States
500270,P1006,Notebook Pack,Stationery,2,2025-04-15 14:35:00,270.0,10033.0,United States
500271,P1002,Bluetooth Speaker,Electronics,3,2025-06-23 20:35:00,1685.62,10033.0,United States
500271,P1003,USB-C Cable,Accessories,3,2025-06-23 20:35:00,341.9,10033.0,United States
500271,P1003,USB-C Cable,Accessories,2,2025-06-23 20:35:00,327.56,10033.0,United States
500271,P1002,Bluetooth Speaker,Electronics,7,2025-06-23 20:35:00,1683.97,10033.0,United States
500271,P1017,Jeans,Fashion,4,2025-06-23 20:35:00,1916.67,10033.0,United States
500272,P1001,Wireless Mouse,Electronics,3,2025-03-31 18:31:00,983.27,10033.0,United States
500272,P1017,Jeans,Fashion,4,2025-03-31 18:31:00,1726.59,10033.0,United States
500272,P1017,Jeans,Fashion,6,2025-03-31 18:31:00,1911.83,10033.0,United States
C500272,P1002,Bluetooth Speaker,Electronics,-4,2025-03-31 18:31:00,1633.95,10033.0,United States
500273,P1012,Coffee Mug,Home,7,2025-03-22 09:17:00,224.05,10033.0,United States
500273,P1017,Jeans,Fashion,2,2025-03-22 09:17:00,1925.98,10033.0,United States
500273,P1003,USB-C Cable,Accessories,6,2025-03-22 09:17:00,329.03,10033.0,United States
500273,P1012,Coffee Mug,Home,4,2025-03-22 09:17:00,250.05,10033.0,United States
500274,P1001,Wireless Mouse,Electronics,4,2025-11-07 11:29:00,859.13,10033.0,United States
500274,P1018,Sunglasses,Fashion,2,2025-11-07 11:29:00,1034.51,10033.0,United States
500274,P1004,Laptop Stand,Accessories,6,2025-11-07 11:29:00,1253.79,10033.0,United States
500274,P1009,Smart Watch,Electronics,7,2025-11-07 11:29:00,3409.37,10033.0,United States
500275,P1015,Running Shoes,Fashion,7,2025-09-05 20:15:00,2851.27,10033.0,United States
500275,P1001,Wireless Mouse,Electronics,5,2025-09-05 20:15:00,848.33,10033.0,United States
500275,P1008,Travel Backpack,Lifestyle,7,2025-09-05 20:15:00,2271.72,10033.0,United States
500276,P1001,Wireless Mouse,Electronics,7,2025-07-31 13:33:00,979.89,10033.0,United States
500276,P1003,USB-C Cable,Accessories,5,2025-07-31 13:33:00,355.8,10033.0,United States
500276,P1003,USB-C Cable,Accessories,6,2025-07-31 13:33:00,373.52,10033.0,United States
500276,P1012,Coffee Mug,Home,3,2025-07-31 13:33:00,246.9,10033.0,United States
500276,P1007,Water Bottle,Lifestyle,5,2025-07-31 13:33:00,480.61,10033.0,United States
500277,P1008,Travel Backpack,Lifestyle,3,2025-05-04 21:16:00,2330.14,10033.0,United States
500277,P1012,Coffee Mug,Home,3,2025-05-04 21:16:00,241.62,10033.0,United States
500278,P1001,Wireless Mouse,Electronics,6,2025-02-10 18:42:00,1003.02,10033.0,United States
500278,P1012,Coffee Mug,Home,6,2025-02-10 18:42:00,220.4,10033.0,United States
500278,P1009,Smart Watch,Electronics,5,2025-02-10 18:42:00,3230.1,10033.0,United States
500278,P1017,Jeans,Fashion,4,2025-02-10 18:42:00,1801.29,10033.0,United States
500279,P1016,T-Shirt,Fashion,6,2025-03-07 08:33:00,624.45,10033.0,United States
500279,P1006,Notebook Pack,Stationery,5,2025-03-07 08:33:00,313.64,10033.0,United States
C500279,P1015,Running Shoes,Fashion,-4,2025-03-07 08:33:00,2982.6,10033.0,United States
500279,P1007,Water Bottle,Lifestyle,5,2025-03-07 08:33:00,466.28,10033.0,United States
500280,P1018,Sunglasses,Fashion,4,2025-11-10 21:16:00,979.5,10033.0,United States
500280,P1011,Desk Lamp,Home,4,2025-11-10 21:16:00,1399.41,10033.0,United States
500281,P1013,Headphones,Electronics,2,2025-12-25 20:23:00,2068.46,10034.0,India
500281,P1008,Travel Backpack,Lifestyle,1,2025-12-25 20:23:00,1883.72,10034.0,India
500281,P1018,Sunglasses,Fashion,2,2025-12-25 20:23:00,914.91,10034.0,India
500282,P1006,Notebook Pack,Stationery,2,2025-03-18 15:51:00,236.53,10034.0,India
500283,P1016,T-Shirt,Fashion,2,2025-11-19 16:34:00,540.71,10034.0,India
500283,P1002,Bluetooth Speaker,Electronics,2,2025-11-19 16:34:00,1309.83,10034.0,India
500283,P1007,Water Bottle,Lifestyle,2,2025-11-19 16:34:00,377.27,10034.0,India
500284,P1012,Coffee Mug,Home,2,2025-08-19 19:21:00,191.33,10034.0,India
500284,P1009,Smart Watch,Electronics,2,2025-08-19 19:21:00,2575.45,10034.0,India
500284,P1007,Water Bottle,Lifestyle,3,2025-08-19 19:21:00,384.8,10034.0,India
500285,P1011,Desk Lamp,Home,3,2025-03-31 20:18:00,1236.63,10034.0,India
500285,P1015,Running Shoes,Fashion,1,2025-03-31 20:18:00,2317.58,10034.0,India
500285,P1005,Keyboard,Electronics,1,2025-03-31 20:18:00,1171.08,10034.0,India
500286,P1013,Headphones,Electronics,1,2025-08-04 18:39:00,1913.2,10034.0,India
500286,P1011,Desk Lamp,Home,2,2025-08-04 18:39:00,1271.82,10034.0,India
500286,P1013,Headphones,Electronics,2,2025-08-04 18:39:00,2251.03,10034.0,India
500286,P1012,Coffee Mug,Home,3,2025-08-04 18:39:00,192.34,10034.0,India
500286,P1014,Fitness Band,Electronics,1,2025-08-04 18:39:00,1601.0,10034.0,India
500287,P1007,Water Bottle,Lifestyle,1,2025-05-01 18:16:00,371.25,10035.0,India
500288,P1013,Headphones,Electronics,3,2025-08-31 16:03:00,2199.77,10035.0,India
500289,P1013,Headphones,Electronics,2,2025-05-15 17:09:00,1975.97,10035.0,India
500290,P1017,Jeans,Fashion,1,2025-08-15 18:08:00,1375.83,10035.0,India
500290,P1011,Desk Lamp,Home,2,2025-08-15 18:08:00,1225.95,10035.0,India
500291,P1018,Sunglasses,Fashion,1,2025-05-20 16:28:00,869.56,10035.0,India
500291,P1014,Fitness Band,Electronics,3,2025-05-20 16:28:00,1756.83,10035.0,India
500292,P1003,USB-C Cable,Accessories,2,2025-06-27 15:34:00,273.13,10035.0,India
500292,P1005,Keyboard,Electronics,2,2025-06-27 15:34:00,1027.55,10035.0,India
500293,P1018,Sunglasses,Fashion,1,2025-03-11 13:18:00,886.12,10035.0,India
500293,P1016,T-Shirt,Fashion,2,2025-03-11 13:18:00,513.18,10035.0,India
C500293,P1010,Phone Cover,Accessories,-3,2025-03-11 13:18:00,313.73,10035.0,India
500293,P1012,Coffee Mug,Home,1,2025-03-11 13:18:00,185.71,10035.0,India
500294,P1013,Headphones,Electronics,1,2025-07-22 11:10:00,1990.02,10035.0,India
500294,P1008,Travel Backpack,Lifestyle,3,2025-07-22 11:10:00,1899.5,10035.0,India
500294,P1009,Smart Watch,Electronics,2,2025-07-22 11:10:00,2933.64,10035.0,India
500294,P1009,Smart Watch,Electronics,2,2025-07-22 11:10:00,2671.27,10035.0,India
500295,P1015,Running Shoes,Fashion,2,2025-05-29 09:40:00,2469.24,10036.0,Australia
500295,P1011,Desk Lamp,Home,1,2025-05-29 09:40:00,1148.2,10036.0,Australia
500295,P1001,Wireless Mouse,Electronics,1,2025-05-29 09:40:00,830.75,10036.0,Australia
C500295,P1005,Keyboard,Electronics,-3,2025-05-29 09:40:00,1125.02,10036.0,Australia
500296,P1007,Water Bottle,Lifestyle,2,2025-02-16 10:00:00,373.0,10036.0,Australia
500296,P1016,T-Shirt,Fashion,2,2025-02-16 10:00:00,564.92,10036.0,Australia
500296,P1011,Desk Lamp,Home,1,2025-02-16 10:00:00,1318.84,10036.0,Australia
500296,P1002,Bluetooth Speaker,Electronics,2,2025-02-16 10:00:00,1502.56,10036.0,Australia
500297,P1013,Headphones,Electronics,1,2025-08-29 10:12:00,1931.1,10036.0,Australia
500297,P1008,Travel Backpack,Lifestyle,2,2025-08-29 10:12:00,1901.91,10036.0,Australia
500297,P1002,Bluetooth Speaker,Electronics,1,2025-08-29 10:12:00,1412.9,10036.0,Australia
500298,P1013,Headphones,Electronics,3,2025-09-24 18:13:00,2281.75,10036.0,Australia
500298,P1006,Notebook Pack,Stationery,3,2025-09-24 18:13:00,247.35,10036.0,Australia
500298,P1018,Sunglasses,Fashion,3,2025-09-24 18:13:00,789.51,10036.0,Australia
500298,P1010,Phone Cover,Accessories,1,2025-09-24 18:13:00,322.29,10036.0,Australia
500299,P1011,Desk Lamp,Home,1,2025-02-27 11:40:00,1212.58,10037.0,India
C500299,P1004,Laptop Stand,Accessories,-2,2025-02-27 11:40:00,1056.77,10037.0,India
500299,P1002,Bluetooth Speaker,Electronics,3,2025-02-27 11:40:00,1583.99,10037.0,India
500299,P1005,Keyboard,Electronics,2,2025-02-27 11:40:00,1263.94,10037.0,India
500300,P1011,Desk Lamp,Home,3,2025-09-13 09:43:00,1184.7,10037.0,India
500300,P1005,Keyboard,Electronics,3,2025-09-13 09:43:00,1207.72,10037.0,India
500300,P1016,T-Shirt,Fashion,1,2025-09-13 09:43:00,577.05,10037.0,India
500300,P1012,Coffee Mug,Home,2,2025-09-13 09:43:00,208.28,10037.0,India
500300,P1013,Headphones,Electronics,2,2025-09-13 09:43:00,2297.69,10037.0,India
500301,P1010,Phone Cover,Accessories,5,2025-09-06 19:28:00,362.75,10038.0,India
500301,P1006,Notebook Pack,Stationery,5,2025-09-06 19:28:00,241.41,10038.0,India
500301,P1009,Smart Watch,Electronics,5,2025-09-06 19:28:00,3247.6,10038.0,India
500301,P1003,USB-C Cable,Accessories,5,2025-09-06 19:28:00,278.37,10038.0,India
C500301,P1009,Smart Watch,Electronics,-5,2025-09-06 19:28:00,2919.29,10038.0,India
500302,P1001,Wireless Mouse,Electronics,5,2025-11-23 16:24:00,856.02,10038.0,India
500302,P1008,Travel Backpack,Lifestyle,3,2025-11-23 16:24:00,1982.94,10038.0,India
500303,P1017,Jeans,Fashion,4,2025-10-03 21:24:00,1683.98,10038.0,India
500303,P1010,Phone Cover,Accessories,3,2025-10-03 21:24:00,342.7,10038.0,India
500304,P1002,Bluetooth Speaker,Electronics,2,2025-02-19 16:42:00,1402.66,10038.0,India
500305,P1002,Bluetooth Speaker,Electronics,5,2025-02-24 15:12:00,1541.5,10038.0,India
500306,P1009,Smart Watch,Electronics,1,2025-09-27 17:44:00,2918.84,10039.0,India
500306,P1003,USB-C Cable,Accessories,1,2025-09-27 17:44:00,324.73,10039.0,India
500306,P1016,T-Shirt,Fashion,1,2025-09-27 17:44:00,595.17,10039.0,India
500306,P1012,Coffee Mug,Home,3,2025-09-27 17:44:00,208.69,10039.0,India
500306,P1012,Coffee Mug,Home,3,2025-09-27 17:44:00,181.42,10039.0,India
500307,P1010,Phone Cover,Accessories,1,2025-09-28 08:46:00,380.03,10039.0,India
500308,P1018,Sunglasses,Fashion,2,2025-02-19 09:46:00,843.16,10039.0,India
500308,P1008,Travel Backpack,Lifestyle,3,2025-02-19 09:46:00,1946.6,10039.0,India
500309,P1012,Coffee Mug,Home,3,2025-10-13 14:47:00,197.36,10039.0,India
500310,P1013,Headphones,Electronics,3,2025-03-27 20:11:00,2021.16,10040.0,India
500310,P1015,Running Shoes,Fashion,2,2025-03-27 20:11:00,2565.15,10040.0,India
500310,P1011,Desk Lamp,Home,2,2025-03-27 20:11:00,1212.42,10040.0,India
500310,P1011,Desk Lamp,Home,3,2025-03-27 20:11:00,1170.06,10040.0,India
500310,P1013,Headphones,Electronics,3,2025-03-27 20:11:00,2267.1,10040.0,India
500311,P1002,Bluetooth Speaker,Electronics,2,2025-08-20 15:25:00,1451.32,10040.0,India
500312,P1007,Water Bottle,Lifestyle,2,2025-06-04 08:19:00,342.79,10040.0,India
500312,P1009,Smart Watch,Electronics,3,2025-06-04 08:19:00,2855.47,10040.0,India
500313,P1005,Keyboard,Electronics,2,2025-02-18 08:29:00,1142.64,10041.0,India
500313,P1008,Travel Backpack,Lifestyle,2,2025-02-18 08:29:00,1806.42,10041.0,India
500313,P1013,Headphones,Electronics,5,2025-02-18 08:29:00,2382.78,10041.0,India
500314,P1016,T-Shirt,Fashion,5,2025-06-16 20:30:00,637.28,10041.0,India
500314,P1010,Phone Cover,Accessories,1,2025-06-16 20:30:00,365.11,10041.0,India
500315,P1012,Coffee Mug,Home,4,2025-02-10 20:03:00,195.68,10041.0,India
500315,P1008,Travel Backpack,Lifestyle,5,2025-02-10 20:03:00,2061.8,10041.0,India
500315,P1013,Headphones,Electronics,1,2025-02-10 20:03:00,2113.14,10041.0,India
500316,P1017,Jeans,Fashion,2,2025-10-04 17:09:00,1488.09,10041.0,India
500316,P1013,Headphones,Electronics,4,2025-10-04 17:09:00,2310.2,10041.0,India
500316,P1003,USB-C Cable,Accessories,2,2025-10-04 17:09:00,294.93,10041.0,India
500317,P1016,T-Shirt,Fashion,5,2025-03-17 10:21:00,628.39,10041.0,India
500318,P1014,Fitness Band,Electronics,2,2025-05-15 09:25:00,1893.28,10041.0,India
500318,P1007,Water Bottle,Lifestyle,4,2025-05-15 09:25:00,390.65,10041.0,India
500318,P1018,Sunglasses,Fashion,5,2025-05-15 09:25:00,988.37,10041.0,India
500318,P1008,Travel Backpack,Lifestyle,1,2025-05-15 09:25:00,1810.22,10041.0,India
500318,P1003,USB-C Cable,Accessories,1,2025-05-15 09:25:00,309.27,10041.0,India
500319,P1001,Wireless Mouse,Electronics,3,2025-06-28 11:20:00,746.15,10041.0,India
500319,P1015,Running Shoes,Fashion,5,2025-06-28 11:20:00,2321.98,10041.0,India
500319,P1008,Travel Backpack,Lifestyle,2,2025-06-28 11:20:00,1969.4,10041.0,India
500320,P1005,Keyboard,Electronics,3,2025-02-27 19:03:00,1082.39,10042.0,Australia
500320,P1004,Laptop Stand,Accessories,3,2025-02-27 19:03:00,989.02,10042.0,Australia
500321,P1007,Water Bottle,Lifestyle,5,2025-04-18 19:34:00,400.86,10042.0,Australia
500321,P1016,T-Shirt,Fashion,5,2025-04-18 19:34:00,626.54,10042.0,Australia
